publish_date,headline_text,sentiment_label,sentiment_score
2008-04-08,business welcomes issues paper on maternity leave,Neutral,0.9995254278182983
2008-04-08,coal loading work depends on market conditions,Neutral,0.9983248114585876
2008-04-08,imf considers gold offload to fix finances,Neutral,0.9998879432678223
2008-04-08,investment bank joins anz in tricom,Neutral,0.9999772310256958
2008-04-08,miners lose market gains,Negative,0.9999960660934448
2008-04-08,tamworth economy slowing,Negative,0.9999675750732422
2008-04-09,big business joins rudds china tour,Neutral,0.9941113591194153
2008-04-09,land grab angers preston industrial park businesses,Neutral,0.9999289512634277
2008-04-09,with us in crisis global economy in peril imf,Neutral,0.9976592063903809
2008-04-10,business chamber opposes bunbury seven day trading,Neutral,0.9989325404167175
2008-04-10,market closes lower for 3rd day,Negative,0.6722660064697266
2008-04-10,peter vaughan of business sa comments on the,Neutral,0.9998809099197388
2008-04-10,png puts mobile phone business on the market,Neutral,0.9999752044677734
2008-04-10,tennant mayor pushes for more regional investment,Neutral,0.9989847540855408
2008-04-10,treasurer upbeat about aust economy,Positive,0.9999768733978271
2008-04-11,gaming plunge drags market lower,Negative,0.9997227787971497
2008-04-11,gillard defends rudd over business non declaration,Neutral,0.9968955516815186
2008-04-11,nelson attacks rudd over reins business,Neutral,0.9830924868583679
2008-04-12,holloway looks to boost chinas sa investment,Positive,0.9999809265136719
2008-04-13,global economy to impact on budget says swan,Negative,0.9390483498573303
2008-04-13,imf meets as global economy weakens,Negative,0.9196775555610657
2008-04-14,australias economy faces an uncertain future,Negative,0.9999892711639404
2008-04-14,email spying shouldnt be business responsibility,Neutral,0.9995463490486145
2008-04-14,gas exec accused of 13m insider trading,Neutral,0.9990026354789734
2008-04-14,local markets continue slump,Negative,0.999993085861206
2008-04-14,sunday trading hours in city changed,Neutral,0.9999865293502808
2008-04-15,govt rules speculators out of water trading,Neutral,0.9999611377716064
2008-04-15,local market higher on oil price,Positive,0.9685037136077881
2008-04-15,nsw govt urges private investment in water,Neutral,0.9992250204086304
2008-04-15,resources gains lead market higher,Positive,1.0
2008-04-16,australian market surges,Positive,0.999996542930603
2008-04-16,banking resources drive market higher,Positive,0.9999991655349731
2008-04-16,business chamber questions cairns hospital,Neutral,0.9717844128608704
2008-04-16,economy poised to slow westpac,Positive,0.998467743396759
2008-04-16,fraser resort manager pushes for tourism marketing,Neutral,0.9999884366989136
2008-04-17,evidence growing of slowing economy,Positive,0.9294299483299255
2008-04-17,small business calls in big guns over health,Neutral,0.9994822144508362
2008-04-17,stronger commodities boost aust market,Positive,1.0
2008-04-17,us market shows early signs of recovery,Positive,0.9999580383300781
2008-04-18,banks resources lead market lower,Negative,0.9008978605270386
2008-04-18,market drops in morning trade,Neutral,0.9625491499900818
2008-04-19,economy co chair outlines challenges facing aust,Negative,0.9985401630401611
2008-04-20,economy ideas,Positive,0.9896827936172485
2008-04-20,economy panellists discuss 2020 outcomes,Neutral,0.9999879598617554
2008-04-20,nrma says businesses support sydney tolls,Neutral,0.9998724460601807
2008-04-20,this week in business,Neutral,0.9996798038482666
2008-04-21,financial sector drives market up,Positive,0.999980092048645
2008-04-21,financial sector leads local market higher,Positive,0.9999998807907104
2008-04-21,market reacts positively after talbots share sale,Positive,0.9999997615814209
2008-04-21,scholarship to help businesses clean up their act,Neutral,0.9975505471229553
2008-04-21,wesfarmers moves to refinance coles purchase,Neutral,0.9998496770858765
2008-04-22,asic probing collapsed investment company chartwell,Neutral,0.9953448176383972
2008-04-22,business welcomes tax review plans,Neutral,0.9995899796485901
2008-04-22,nomura says employee suspected of insider trading,Neutral,0.9655529260635376
2008-04-22,raw press conference with businessman dick smith,Neutral,0.9998966455459595
2008-04-22,share market reverses yesterdays gains,Negative,0.8294632434844971
2008-04-22,two weeks of gains end on local markets,Neutral,0.9999817609786987
2008-04-23,business editor peter ryan talks to anz chief,Neutral,0.9999035596847534
2008-04-23,wallaby greats to help market rugby,Positive,0.7917810082435608
2008-04-24,banks miners pull market lower,Negative,0.9921740293502808
2008-04-25,mp rejects govt push for supermarket development,Neutral,0.9948809146881104
2008-04-26,business as usual for nab,Neutral,0.9998075366020203
2008-04-26,oil climbs as us stocks stage late comeback,Positive,0.6205859780311584
2008-04-26,police warning to east coast businesses,Neutral,0.9789501428604126
2008-04-27,foreign investment not on hold ferguson,Neutral,0.9994949102401733
2008-04-28,business booming for orica explosives,Neutral,0.6185117363929749
2008-04-28,business confidence takes a hit,Negative,0.9965329170227051
2008-04-28,market finishes flat after early gains,Negative,0.7008068561553955
2008-04-28,market makes early gains,Positive,0.9999417066574097
2008-04-28,small business welcomes pricing crackdown,Neutral,0.8585137128829956
2008-04-29,banks weigh on share market,Negative,0.9999809265136719
2008-04-29,economy slowing faster than first thought nab,Negative,0.9999418258666992
2008-04-29,market cautious ahead of fed reserve announcement,Negative,0.9977045655250549
2008-04-29,more home sites to be released onto the market,Neutral,0.9998997449874878
2008-04-29,perth finance broker charged with fraud,Neutral,0.8077659606933594
2008-04-29,supermarket stoush in gold coast hinterland,Neutral,0.999975323677063
2008-04-29,trading halt for sinosteel target midwest,Neutral,0.9994882345199585
2008-04-30,centro properties in trading halt,Neutral,0.9998897314071655
2008-04-30,deadline looms for supermarket 7 day trading say,Neutral,0.9999668598175049
2008-04-30,hire business blaze not considered suspicious,Neutral,0.9776629209518433
2008-04-30,man in custody over supermarket robbery,Neutral,0.9968671202659607
2008-04-30,market ends lower despite positive lead,Negative,0.9916725754737854
2008-04-30,miner seeks third party investment for project,Neutral,0.9999562501907349
2008-04-30,new figures show canberras property market slowing,Negative,0.9981362819671631
2008-04-30,power plant will diversify economy govt,Neutral,0.8549203872680664
2008-04-30,real estate agent defends giru property investment,Neutral,0.999792754650116
2008-04-30,us economy crawling at 06 pc rate,Negative,0.9999825954437256
2008-05-01,budget to axe small business field officer,Neutral,0.9999254941940308
2008-05-01,complaints about telstras telemarketing,Negative,0.9998681545257568
2008-05-01,market ends lower on us rate news,Negative,0.9778598546981812
2008-05-01,rudds savvy marketing helped win election,Positive,0.9999996423721313
2008-05-01,we can not afford pay parity businesses,Neutral,0.9673213958740234
2008-05-01,weekend shut down on big business,Negative,0.9954233765602112
2008-05-02,federal govt cans small business scheme,Neutral,0.9999014139175415
2008-05-02,market ends week in positive territory,Positive,0.9999977350234985
2008-05-02,market hits two month high,Neutral,0.945592999458313
2008-05-03,carbon trading scheme worries energy sector,Negative,0.9999992847442627
2008-05-03,jobs data eases us market woes,Positive,0.9976217150688171
2008-05-03,un adviser calls for halt on biofuels investment,Neutral,0.9655879139900208
2008-05-03,us jobs data eases market jitters,Positive,0.9999637603759766
2008-05-04,business calls for iemma to ignore party vote on,Neutral,0.9988586902618408
2008-05-04,supermarkets urged to join fight against obesity,Neutral,0.9990788698196411
2008-05-05,business group worried by public sector maternity,Neutral,0.9997410178184509
2008-05-05,greenpeace slams clean coal investment,Neutral,0.9996302127838135
2008-05-05,local market rises on resources strength,Positive,0.9999998807907104
2008-05-05,mining companies buoy local market,Neutral,0.9996316432952881
2008-05-05,post budget business breakfast on the menu,Neutral,0.9999619722366333
2008-05-05,sun coast businesses fight weaker economic,Negative,0.9997825026512146
2008-05-06,business and industry groups applaud vic budget,Neutral,0.977912187576294
2008-05-06,business chamber chief up beat about challenges,Positive,0.9937361478805542
2008-05-06,financial sector drags market lower,Negative,0.9711483120918274
2008-05-06,government guarantee essential for gunns finance,Neutral,0.9918516278266907
2008-05-06,tas business hiring patterns change as confidence,Neutral,0.603474497795105
2008-05-07,bhp talks up petrol business after rio criticism,Neutral,0.6452182531356812
2008-05-07,financial sector losses weigh on market,Negative,0.9999897480010986
2008-05-07,market businesses unhappy with cruise ship trade,Negative,0.6166329383850098
2008-05-07,nz central bank acts to counter world market,Neutral,0.9997531771659851
2008-05-07,stanhope sells budget to business community,Neutral,0.9999407529830933
2008-05-07,westfield growth strong despite slowing us market,Positive,1.0
2008-05-08,job figures spark market surge,Positive,0.9999992847442627
2008-05-08,optic fibre stagnating tasmanian businesses,Negative,0.9999994039535522
2008-05-08,resurgent banking sector boosts market,Positive,1.0
2008-05-08,us buyers defy economy at sothebys ny art auction,Negative,0.9999227523803711
2008-05-09,aldi plans cooma supermarket,Neutral,0.9997920393943787
2008-05-09,banking sector carries market higher,Positive,0.9998413324356079
2008-05-09,banking sector leads market higher,Positive,0.9999998807907104
2008-05-09,regional wa rewarded for driving states economy,Positive,0.9944126009941101
2008-05-10,supermarket beef prices a rip off,Negative,0.9980721473693848
2008-05-10,us stocks slump amid record oil price,Negative,0.9999992847442627
2008-05-11,business leaders welcome govt tax review,Neutral,0.9911126494407654
2008-05-11,china enters jumbo manufacturing market,Neutral,0.9996942281723022
2008-05-12,6 months until new water trading rules accc,Neutral,0.9995684027671814
2008-05-12,banks buoy market,Neutral,0.9970561265945435
2008-05-12,business confidence and home lending dive,Neutral,0.7833818793296814
2008-05-12,business confidence down nab,Negative,0.999995231628418
2008-05-12,businesses dont want to pay for maternity leave,Neutral,0.9992663264274597
2008-05-12,market climbs against backdrop of westpac merger,Positive,0.9306933283805847
2008-05-12,rural businesses struggle to find skilled workers,Negative,0.9999970197677612
2008-05-13,baker of beechworth shares business secrets,Neutral,0.9995785355567932
2008-05-13,business chamber seeks budget infrastructure boost,Positive,0.9999650716781616
2008-05-13,business tax reform coalition welcomes budget cuts,Neutral,0.83736252784729
2008-05-13,debbie black of the finance sector union tells 891,Neutral,0.9955150485038757
2008-05-13,infrastructure group applauds investment funds,Neutral,0.9991948008537292
2008-05-13,investment fund centrepiece for education,Neutral,0.9999558925628662
2008-05-13,markets slips despite st george surge,Negative,0.9869081974029541
2008-05-13,trading suspended in china firms after deadly quake,Negative,0.9993219375610352
2008-05-14,albany farmers market takes top award,Positive,0.9980096220970154
2008-05-14,budget to modernise aust economy swan,Neutral,0.9048607349395752
2008-05-14,first cut swan says investment aimed at remaking,Neutral,0.9997259974479675
2008-05-14,foreign investment to get boost from budget,Positive,0.9997062087059021
2008-05-14,miners lead market gains,Positive,0.999998927116394
2008-05-15,businesses confident despite slowing economy,Positive,0.9999984502792358
2008-05-15,businessman defends watson donations,Neutral,0.9525051116943359
2008-05-15,drug war hurts businesses on mexican border,Negative,0.9999995231628418
2008-05-15,market higher on bank takeover speculation,Positive,0.9936787486076355
2008-05-15,waterfront uncertainty hurting business industry,Negative,0.9999943971633911
2008-05-16,business chamber pays tribute to riverina manager,Neutral,0.9998868703842163
2008-05-16,business urged to put its money where its art is,Neutral,0.9998189806938171
2008-05-16,fmp stop commercial vehicle market involvement,Neutral,0.9987578392028809
2008-05-16,market buoyed as mining shares hit new highs,Positive,1.0
2008-05-16,mystate blames markets state for rate rise,Neutral,0.6753465533256531
2008-05-16,us fed sees some healing in scarred credit markets,Negative,0.8150872588157654
2008-05-17,boeing big business for australian manufacturing,Neutral,0.9990563988685608
2008-05-17,businesses think asic probing wrong issues survey,Neutral,0.8400765657424927
2008-05-17,business fears losses from solar means test,Negative,0.9999998807907104
2008-05-18,man arrested over alleged child porn market stall,Negative,0.9587161540985107
2008-05-19,china halts trading torch relay in memory of quake,Negative,0.8932949900627136
2008-05-19,dry autumn dampens cattle market,Negative,0.9978973865509033
2008-05-19,energy industry drives local market gains,Positive,1.0
2008-05-19,market starts week on high,Neutral,0.9991299510002136
2008-05-19,record aussie dollar strangling business ai group,Positive,0.9999991655349731
2008-05-20,hamilton hosts businesswomen mentoring workshops,Neutral,0.9999842643737793
2008-05-20,market falls after rba minutes released,Neutral,0.9999991655349731
2008-05-20,westpac agl set benchmark for aust carbon trading,Neutral,0.9999992847442627
2008-05-21,aust market down nearly 1pc,Negative,0.9993689656257629
2008-05-21,businessman charged with 41m fraud,Negative,0.7030496597290039
2008-05-21,energy industry unsure about emissions trading,Negative,0.9999828338623047
2008-05-21,freightlink defends rail investment freight numbers,Neutral,0.9998979568481445
2008-05-21,global markets drag local stocks down,Negative,0.9997269511222839
2008-05-21,global markets push aust stocks down,Negative,0.960568368434906
2008-05-21,investment boost for central goldfields shire,Positive,0.9999998807907104
2008-05-21,marketing coordinator to distribute cbd promotion,Neutral,0.9999096393585205
2008-05-21,mayor interfering in council business councillors,Neutral,0.9961884617805481
2008-05-21,resources investment hits record levels,Positive,0.7662994265556335
2008-05-22,local market down in early trade,Negative,0.9951266050338745
2008-05-22,local market falls as oil price rises,Negative,0.9703131914138794
2008-05-22,miners help market make late gains,Positive,0.9999994039535522
2008-05-22,oil price hikes scare global markets,Negative,0.9999903440475464
2008-05-22,victorias rental market tightens,Negative,0.576952338218689
2008-05-23,7 day trading plan dead and buried,Neutral,0.9799070358276367
2008-05-23,australian share market lower,Negative,0.9974130988121033
2008-05-23,biker conference to boost albany economy,Positive,0.9999815225601196
2008-05-23,council approves aldi supermarket,Neutral,0.9988729357719421
2008-05-23,mp urges investment in community based mental,Neutral,0.9997792840003967
2008-05-23,state treasury to take over bcc finance assessment,Neutral,0.9996738433837891
2008-05-23,wa underpins national economy appea,Neutral,0.9987467527389526
2008-05-24,oil spike weak housing hurts stocks ahead of,Negative,0.9999661445617676
2008-05-26,business says resignation will not affect pulp mill,Neutral,0.9968991279602051
2008-05-26,grampians survey reveals business confidence,Positive,0.9982905983924866
2008-05-26,market falls iag shares close steady,Neutral,0.9995483756065369
2008-05-26,market falls in early trade,Neutral,0.9998049139976501
2008-05-26,science needs investment,Neutral,0.9972051978111267
2008-05-27,cautious trade takes market higher,Negative,0.9708950519561768
2008-05-27,dont expect much from sharemarket ing,Neutral,0.9705041646957397
2008-05-27,hologram addresses business conference,Neutral,0.9999685287475586
2008-05-27,market ends flat,Neutral,0.9998261332511902
2008-05-28,bankrupt businessman fined,Neutral,0.9068180918693542
2008-05-28,indonesia attempts to lure islamic investment,Neutral,0.9951242804527283
2008-05-28,mining sector leads market losses,Negative,0.9999644756317139
2008-05-28,mining sector pulls market down,Negative,0.9919256567955017
2008-05-29,market finishes higher after major gas deal,Positive,0.9997499585151672
2008-05-29,market lifts as oil price surges again,Positive,0.9999990463256836
2008-05-29,outlook positive despite drop in business spending,Positive,1.0
2008-05-30,falls in resources sector hits market,Negative,0.9976242184638977
2008-05-30,mining losses hit local market,Negative,0.998264491558075
2008-05-31,tech stocks the highlight in us,Positive,0.8676328063011169
2008-06-01,research debunks deregulated trading hours myths,Neutral,0.9999797344207764
2008-06-02,banks drag market lower in early trade,Neutral,0.8331731557846069
2008-06-02,centro gets dec deadline to refinance debt,Neutral,0.9999761581420898
2008-06-02,mining gains lift market,Positive,1.0
2008-06-03,current accounts show economy slowing,Negative,0.9999306201934814
2008-06-03,green paper details finance laws shake up,Neutral,0.9999195337295532
2008-06-03,market reacts to rba rates decision,Neutral,0.9999887943267822
2008-06-03,market slips in early trade,Negative,0.9999688863754272
2008-06-03,phone scam targets riverland businesses,Neutral,0.9999839067459106
2008-06-04,business plea on payroll tax,Neutral,0.9935050010681152
2008-06-04,crown writes off 44m in las vegas investment,Neutral,0.994931161403656
2008-06-04,emissions trading scheme will impact on prices,Neutral,0.9976984858512878
2008-06-04,gdp figures show economy still growing,Positive,0.9994294047355652
2008-06-04,indigenous businesses face deregistration over no,Neutral,0.9707129597663879
2008-06-04,market steady as miners fall,Positive,0.9963805079460144
2008-06-05,businesses will pay nothing with fuelwatch accc,Neutral,0.999803364276886
2008-06-05,car tariff cuts will boost economy productivity,Positive,1.0
2008-06-05,dont block sell off businesses tell ofarrell,Neutral,0.9980276226997375
2008-06-05,market slumps despite deficit drop,Negative,0.9999791383743286
2008-06-05,market slumps on mining news,Negative,0.9951052665710449
2008-06-05,peter vaughan of business sa says the state budget,Neutral,0.9999479055404663
2008-06-05,premier promises big budget for small business,Positive,0.9998233914375305
2008-06-05,rio fined over slow takeover trading halt,Positive,0.8298247456550598
2008-06-05,trading scheme fuel exclusion plan unwise,Neutral,0.9978881478309631
2008-06-06,govt considers petrol in carbon trading scheme,Neutral,0.9999945163726807
2008-06-06,oil price surge pushes energy stocks up,Positive,0.9999758005142212
2008-06-06,petrol to be considered in carbon trading scheme,Neutral,0.9998879432678223
2008-06-07,holden closure an investment in the future,Neutral,0.9851298332214355
2008-06-07,plant closure an investment in the future for,Neutral,0.9987143278121948
2008-06-07,residential property market softens reiq,Negative,0.9998959302902222
2008-06-07,swan calls for broad emissions trading scheme,Neutral,0.9998999834060669
2008-06-08,manly hotels set to end late night trading,Neutral,0.9999984502792358
2008-06-08,masked bandits rob christie downs supermarket,Neutral,0.9996044039726257
2008-06-08,shell 776m deal may attract overseas investment,Neutral,0.8707326650619507
2008-06-09,asian stocks take a dive,Neutral,0.9564951658248901
2008-06-09,business chamber pushes ahead with security,Positive,0.9997724890708923
2008-06-09,business not complying with water plans report,Negative,0.6433662176132202
2008-06-09,central qld housing market slows,Negative,0.9997053742408752
2008-06-09,commerce qld urges business to do water plans,Neutral,0.9994403719902039
2008-06-09,csiro calls for investment in public transport,Neutral,0.9991090893745422
2008-06-09,police hunt gunman over supermarket robbery,Neutral,0.9700943827629089
2008-06-10,aust market hurting after oil price rise,Negative,0.8867895603179932
2008-06-10,australian economy slumps,Negative,0.9999984502792358
2008-06-10,building mining boosts tasmanian economy,Positive,1.0
2008-06-10,economy healing inflation risk up bernanke,Neutral,0.4635595977306366
2008-06-10,police hunt wagga supermarket bandits,Neutral,0.9998282194137573
2008-06-10,swan tips china investment to triple this year,Positive,0.9434114694595337
2008-06-10,too early to tell if trading changes curbing,Negative,0.8294433951377869
2008-06-11,fiji economy expected to grow anz,Positive,0.9899420738220215
2008-06-11,maroochydore nambour considered for produce market,Neutral,0.9999758005142212
2008-06-11,miners weigh market down,Negative,0.9961231350898743
2008-06-11,study shows resurgent north west economy,Positive,0.9995841383934021
2008-06-12,brisbanes budget positive for business,Positive,0.9999992847442627
2008-06-12,business chiefs urged to agree on infrastructure,Neutral,0.9998751878738403
2008-06-12,claim diesel costs killing business,Negative,0.988854169845581
2008-06-12,gallery funding cuts threaten act economy business,Negative,0.9996888637542725
2008-06-12,local stocks follow us lead lower,Negative,0.4004215598106384
2008-06-12,market shocked by employment figures,Negative,0.9999992847442627
2008-06-12,monto minerals forced to halt share trading,Negative,0.997186005115509
2008-06-12,power carbon trading uncertainty delaying smelter,Negative,0.999883770942688
2008-06-12,silverton wind farm developers to use business,Neutral,0.9999504089355469
2008-06-13,alinta says its business as normal,Neutral,0.9999610185623169
2008-06-13,babcock and brown leads market slump,Negative,0.9999988079071045
2008-06-13,business as normal alinta,Neutral,0.9831647872924805
2008-06-13,emerson outlines labors new market direction,Neutral,0.9999799728393555
2008-06-13,market climbs back from tough week,Negative,0.5853733420372009
2008-06-13,the economy is landing is it time to brace,Neutral,0.9051970839500427
2008-06-14,brumby hopeful of new investment,Neutral,0.8842405676841736
2008-06-14,market rallies as tame cpi calms inflation fear,Negative,0.9987103939056396
2008-06-14,swan to canvass oil issues at finance talks,Neutral,0.9930650591850281
2008-06-15,smart business the focus for performing arts,Neutral,0.9994505047798157
2008-06-16,babcock and brown power able to refinance debt,Positive,0.9998863935470581
2008-06-16,financial sector and oil price weigh on market,Negative,0.9960423707962036
2008-06-16,global market to see bendigo tourism attractions,Neutral,0.9996471405029297
2008-06-16,hong kong proposes new oil futures market,Neutral,0.99993896484375
2008-06-16,local market closes steady,Positive,0.9978494644165039
2008-06-16,monto minerals resumes share trading,Neutral,0.9999186992645264
2008-06-16,wheat growers rally against marketing changes,Negative,0.5019304156303406
2008-06-16,work standards to increase business costs oppn,Positive,0.9100568294525146
2008-06-17,energy industry eager to hear emission trading,Neutral,0.6708040833473206
2008-06-17,official calls for nuclear black market crackdown,Neutral,0.997805655002594
2008-06-17,oil finance gains spur local rally,Positive,0.9999995231628418
2008-06-17,small businesses air parental leave worries,Negative,0.9999977350234985
2008-06-17,us china sign business deals eye investment pact,Neutral,0.9989960789680481
2008-06-18,business group backs planning law changes,Neutral,0.9934285283088684
2008-06-18,convention centre opens for business,Neutral,0.99997878074646
2008-06-18,gas crisis bad for economy warns pm,Negative,0.9999819993972778
2008-06-18,mining sector drives market higher,Positive,1.0
2008-06-18,us floods rattle commodity markets,Neutral,0.9992639422416687
2008-06-19,banks lead local market lower,Negative,0.8262279629707336
2008-06-19,dollar highs causing business lows,Negative,0.9999545812606812
2008-06-19,investment group talks up pulp mills benefits,Positive,0.9992086291313171
2008-06-20,big business green marketing claims under fire,Neutral,0.5301318764686584
2008-06-20,lobby group wants greater say on supermarket plans,Neutral,0.9999879598617554
2008-06-20,market ends week lower,Neutral,0.9998420476913452
2008-06-20,mcgowan to meet business owners hit by gas crisis,Neutral,0.9817557334899902
2008-06-20,mixed response to payroll tax change business,Negative,0.9999938011169434
2008-06-20,police hunt tamworth supermarket knife bandits,Neutral,0.9998214840888977
2008-06-21,ama calls for more aged care investment,Neutral,0.9990062117576599
2008-06-23,carbon trading to push up costs,Positive,0.9910238981246948
2008-06-23,households may be worse off with carbon trading,Negative,0.9226478338241577
2008-06-23,living costs up under carbon trading,Neutral,0.9517914056777954
2008-06-23,market falls not drastic after wall st tumble,Negative,0.9846051931381226
2008-06-23,market hurting after wall st falls,Negative,0.9994432330131531
2008-06-24,banking sector drags local market down,Negative,0.9997749924659729
2008-06-24,emissions trading scheme needs bipartisan support,Neutral,0.997247040271759
2008-06-24,pay your debts fair trading minister urges,Neutral,0.9986386895179749
2008-06-25,accc opposes supermarket takeover,Neutral,0.9977251887321472
2008-06-25,albanese tight lipped on emissions trading scheme,Neutral,0.9990766048431396
2008-06-25,carbon trading on target for 2010 govt,Neutral,0.9999884366989136
2008-06-25,fuel prices could rise under carbon trading scheme,Negative,0.9710975885391235
2008-06-25,govt set to introduce carbon trading,Neutral,0.999894380569458
2008-06-25,hammered mining stocks spark asx falls,Negative,0.9989680051803589
2008-06-25,miners weigh on local market,Neutral,0.9998518228530884
2008-06-25,vic man duped individuals businesses of 5m court,Neutral,0.998400866985321
2008-06-26,2000 child porn images seized at business,Neutral,0.9764944911003113
2008-06-26,ag businesses hope to strike argentina trade deal,Neutral,0.9669507145881653
2008-06-26,aussie dollar markets up after us rates decision,Neutral,0.9989293217658997
2008-06-26,businesses face higher water costs,Negative,0.9999425411224365
2008-06-26,carbon trading debate heats up,Neutral,0.7434265613555908
2008-06-26,dont stop foreign investment resources company,Neutral,0.9970569610595703
2008-06-26,oppn pressure over carbon trading,Negative,0.9930922985076904
2008-06-26,rates rise worries golden plains businesses,Negative,0.9999983310699463
2008-06-27,abc learning to sit on uk businesses,Neutral,0.9999258518218994
2008-06-27,businesses record aprilmay revenue fall,Positive,0.9999997615814209
2008-06-27,market doldrums felt worldwide,Neutral,0.9999897480010986
2008-06-27,mayor plays down rate rise business fears,Negative,0.9999425411224365
2008-06-27,open market operations,Neutral,0.9997500777244568
2008-06-27,wall st horrors drag down aust market,Negative,0.7360785007476807
2008-06-28,businesses back 1b power station proposal,Neutral,0.9996545314788818
2008-06-28,oil surge continues global stocks fall,Negative,0.9828492999076843
2008-06-29,8 killed in india market bomb blast,Negative,0.5619277954101562
2008-06-30,chester seeks carbon trading policy clarification,Neutral,0.9988368153572083
2008-06-30,market closes on worst year since 82,Neutral,0.9999692440032959
2008-06-30,miners streak ahead on weaker market,Positive,0.9999920129776001
2008-06-30,resources supporting local market,Neutral,0.9993928670883179
2008-06-30,small businesses claim intervention is favouring,Negative,0.9531688094139099
2008-07-01,banks dive on local market,Neutral,0.9999878406524658
2008-07-01,business unprepared for emission trading scheme,Neutral,0.8052582740783691
2008-07-01,calls for rudd to act on economy promises,Positive,0.997198224067688
2008-07-01,ebay pirate bazaar or legitimate marketplace,Neutral,0.9998055100440979
2008-07-01,local market weak at beginning of financial year,Negative,0.9999991655349731
2008-07-01,macarthur coal in trading halt after sell off,Neutral,0.9002423882484436
2008-07-02,asia urged to increase investment in geothermal,Neutral,0.9807592034339905
2008-07-02,banking sector regains some ground on local market,Negative,0.797044038772583
2008-07-02,business and home building approvals up,Neutral,0.9459990859031677
2008-07-02,coag will deliver business outcomes tanner,Positive,0.9088934063911438
2008-07-02,expert warns of high carbon trading costs,Negative,0.9999703168869019
2008-07-02,farmers warn against removing water trading cap,Negative,0.959037184715271
2008-07-02,gas trading system for wa,Neutral,0.9999697208404541
2008-07-02,local market drops in early trade,Neutral,0.6992809176445007
2008-07-02,retail stocks slump despite strong may sales,Negative,0.9999849796295166
2008-07-02,visy seeks credits under emissions trading scheme,Neutral,0.9941927790641785
2008-07-03,business council warns against carbon trading,Negative,0.9023667573928833
2008-07-03,business nervous as public servants grow more,Positive,0.9686571955680847
2008-07-03,channel 31 saved by businessman,Neutral,0.9997355341911316
2008-07-03,gloomy quarterly result for illawarra economy,Negative,0.9822894930839539
2008-07-03,i love brisbane trademark officially in business,Neutral,0.9981486797332764
2008-07-03,market slides as mining stocks plummet,Negative,0.9688833951950073
2008-07-03,mullumbimby supermarket proposal amended,Neutral,0.9973405003547668
2008-07-03,pilchard stocks recover from devastating virus,Positive,0.9979428648948669
2008-07-03,pressure govt on emissions trading,Neutral,0.9934338331222534
2008-07-03,tough small business conditions could lift jobless,Negative,0.9693044424057007
2008-07-04,business chamber backs new bridge,Neutral,0.9990236759185791
2008-07-04,court hears cs energy insider trading claims,Neutral,0.9981229901313782
2008-07-04,emissions trading scheme needed by 2010 garnaut,Neutral,0.9998261332511902
2008-07-04,emissions trading snake oil,Neutral,0.9964843988418579
2008-07-04,garnaut set to release trading scheme report,Neutral,0.9992578625679016
2008-07-04,garnaut urges emissions trading scheme without,Neutral,0.9994490742683411
2008-07-04,govt to scrutinise mining investments,Neutral,0.9865297079086304
2008-07-04,local market bounces after hitting two year lows,Negative,0.5644879937171936
2008-07-04,wall st boost lifts local market,Positive,0.999795138835907
2008-07-05,chinese investment poses new challenges aust china,Negative,0.9998533725738525
2008-07-05,govt under pressure over carbon trading time frame,Negative,0.996313750743866
2008-07-06,emissions trading scheme to reap 4 billion,Neutral,0.9840812683105469
2008-07-06,labor plays down foreign investment impact on mill,Negative,0.9731788635253906
2008-07-06,qrc backs emissions trading scheme,Neutral,0.999975323677063
2008-07-06,rudd says trading scheme will raise living costs,Positive,0.9974613189697266
2008-07-07,female bomber kills two in iraqi market blast,Neutral,0.49988868832588196
2008-07-07,local market hits fresh low,Negative,0.9636876583099365
2008-07-07,market takes lunchtime tumble,Neutral,0.9997208714485168
2008-07-07,nt needs to act now to cope with carbon trading,Neutral,0.9971367120742798
2008-07-07,nz businessman wants triad bodyguards,Neutral,0.9998617172241211
2008-07-07,oenpelli market garden,Neutral,0.9998879432678223
2008-07-07,pwc says business needs carbon pricing quickly,Neutral,0.5110313296318054
2008-07-07,stocks plummet amid heavy selling,Negative,0.9996973276138306
2008-07-07,unreliable snowfalls prompt business rethink,Negative,0.9999980926513672
2008-07-07,weaker commodities weigh on market,Negative,0.9999510049819946
2008-07-08,business conditions worst since 2001 survey,Negative,0.9999990463256836
2008-07-08,business sas peter vaughan says the minimum wage,Neutral,0.999826967716217
2008-07-08,share market down following yesterdays slump,Negative,0.999998927116394
2008-07-09,brumby wants emissions trading eased in,Negative,0.47135353088378906
2008-07-09,iranian art market enjoys buying frenzy,Positive,0.9998149275779724
2008-07-09,local market buoyed by oil prices,Positive,0.9999998807907104
2008-07-09,mp urges emissions trading scheme industry compo,Neutral,0.9997606873512268
2008-07-09,nz govt says economy flat denies recession,Negative,0.7436199188232422
2008-07-09,sa business confidence dips,Negative,0.9999715089797974
2008-07-10,awb hosts wheat marketing seminars,Neutral,0.9999407529830933
2008-07-10,business tourism backs hobart waterfront plans,Neutral,0.9998983144760132
2008-07-10,cooling brisbane real estate market to take,Neutral,0.8583971261978149
2008-07-10,financial sector weighs on local market,Negative,0.9803866744041443
2008-07-10,nzru against private investment in core super 14,Neutral,0.9996945858001709
