publish_date,headline_text,polarity,subjectivity
2008-10-25,govt protecting image not economy says joyce,0.0,0.0
2008-10-25,gulf finance ministers meet on global crisis,0.0,0.0
2008-10-25,nationals reject emissions trading scheme,0.0,0.0
2008-10-25,regulators to probe frozen investment funds,0.0,0.0
2008-10-25,uk economy shrinks recession looms,0.0,0.0
2008-10-25,uk markets plunge on low gdp data,0.0,0.3
2008-10-25,us markets slump as investors shed stocks,0.0,0.0
2008-10-25,us markets slump on recession fears,0.0,0.0
2008-10-25,world markets reel as recession fears stalk wall st,0.0,0.0
2008-10-27,car crashes into tarcoola supermarket,0.0,0.0
2008-10-27,govt against investment fund guarantee,0.0,0.0
2008-10-27,guaranteeing investment funds,0.0,0.0
2008-10-27,low dollar good for business,0.35,0.45000000000000007
2008-10-27,market slide continues,0.0,0.0
2008-10-27,no breakthrough from treasury investment industry,0.0,0.0
2008-10-27,recession fears weigh on local market,0.0,0.0
2008-10-27,recession spectre sends world stocks spinning lower,0.0,0.0
2008-10-27,support for govts investment guarantee stance,0.0,0.0
2008-10-27,tourism to benefit from weakening economy,0.0,0.0
2008-10-28,aust markets continue to decline,0.0,0.0
2008-10-28,finance strategy coming despite theophanous,0.0,0.0
2008-10-28,financial crisis presents investment opportunities,0.0,0.0
2008-10-28,indonesia rejects claims finance minister facing,0.0,0.0
2008-10-28,infrastructure investment needed to protect economy,0.0,0.0
2008-10-28,low aussie dollar will help economy tanner,0.0,0.3
2008-10-28,market recovers after early slide,0.1,0.3
2008-10-28,mike rann pays tribute to businessman allan scott,0.0,0.0
2008-10-28,nab survey shows huge slump in business conditions,0.39999999999999997,0.9
2008-10-28,stocks trading down as dollar hits 5yr low,-0.07777777777777778,0.29444444444444445
2008-10-28,supermarket plan pits rival groups outside,0.0,0.05
2008-10-29,act economy slows,0.0,0.0
2008-10-29,banks resources power market surge,0.0,0.0
2008-10-29,carbon trading companies concerned by economic,0.2,0.2
2008-10-29,carbon trading sector could lead economic recovery,0.2,0.2
2008-10-29,investment funds invited to become banks,0.0,0.0
2008-10-29,market loses early steam to close 1pc up,-0.09999999999999999,0.2
2008-10-29,market trading higher before close,0.25,0.5
2008-10-29,premier to meet business chamber in kalgoorlie,0.0,0.0
2008-10-30,emissions trading scheme to cost families more,0.5,0.5
2008-10-30,facebook good for businesses,0.7,0.6000000000000001
2008-10-30,families to spend more under emissions trading,0.5,0.5
2008-10-30,govt accused of not passing on investment advice,0.0,0.0
2008-10-30,govt under attack for business endorsement,0.0,0.0
2008-10-30,hurst eyes unfinished business in london,0.0,0.0
2008-10-30,licola celebrates being back in business,0.0,0.0
2008-10-30,local market rallies,0.0,0.0
2008-10-30,market extending early gains,0.1,0.3
2008-10-30,opposition says emissions trading modelling flawed,-0.5,0.5
2008-10-30,rudd defends emissions trading scheme,0.0,0.0
2008-10-31,big banks could help unfreeze investment funds rudd,0.0,0.1
2008-10-31,bleak october for local market,-0.5,0.5
2008-10-31,businesses to face emissions scheme pressure,0.0,0.0
2008-10-31,cheat tracker brazilian markets gps lingerie,0.0,0.0
2008-10-31,data shows weakening central coast economy,0.0,0.25
2008-10-31,developer urged to listen to supermarket worries,0.0,0.0
2008-10-31,hubble telescope back in business,0.0,0.0
2008-10-31,market making small recovery,-0.25,0.4
2008-10-31,newcastle council recovers 25m investment,0.0,0.0
2008-10-31,resource sector drags market down,-0.15555555555555556,0.2888888888888889
2008-10-31,us economy records negative growth,-0.3,0.4
2008-10-31,us economy screeches into reverse,0.0,0.0
2008-10-31,us economy shrinks 03 percent,0.0,0.0
2008-11-01,emissions trading warning for nts diesel industries,0.0,0.0
2008-11-01,nt businesses under scrutiny in wages blitz,0.0,0.0
2008-11-03,case study promoting a farmersgrowers market,0.0,0.0
2008-11-03,industry groups optimistic about act house market,0.0,0.0
2008-11-03,market ends higher on rate cut hopes,0.25,0.5
2008-11-03,pm flags further action to protect economy,0.05,0.3
2008-11-03,tumut council considers investment recovery options,0.0,0.0
2008-11-04,allco finance placed into voluntary administration,0.0,0.0
2008-11-04,business confidence at 15 year low acci,0.0,0.3
2008-11-04,businesses builders welcome rates cut,0.8,0.9
2008-11-04,govt to do more for economy,0.5,0.5
2008-11-04,lake macquarie council investments at risk,0.0,0.0
2008-11-04,market flat on rate cut news,-0.025,0.125
2008-11-04,market trading lower ahead of rate cut,0.0,0.0
2008-11-05,govt cant handle the economy turnbull,0.0,0.0
2008-11-05,market closes higher after strong local gains,0.22777777777777777,0.41111111111111115
2008-11-06,business as usual as abc learning goes into,-0.25,0.25
2008-11-06,local market follows wall st drops 4pc,0.0,0.0
2008-11-06,market dives in early trade,0.1,0.3
2008-11-07,banks miners drive down local market,-0.07777777777777778,0.14444444444444446
2008-11-07,business as usual for far north childcare centres,-0.075,0.625
2008-11-07,hotel gets two day trading ban for breaches,0.0,0.0
2008-11-07,local councils rewarded for telco investment,0.0,0.0
2008-11-07,miners fly in fly out plan sparks lost business,0.8,0.9
2008-11-07,wa small businesses vie for awards,-0.25,0.4
2008-11-08,calls for bush businesses to team up with mines,0.0,0.0
2008-11-08,eu sets deadline for financial market reform,0.0,0.0
2008-11-08,fears ailing economy will scratch paid maternity,0.0,0.0
2008-11-08,rees confident nsw deficit wont drag down economy,0.08148148148148149,0.3976851851851852
2008-11-09,businesses still struggling despite croc capture,0.0,0.0
2008-11-09,emerging nations to help struggling global economy,0.0,0.0
2008-11-10,6 brisbane pool leases on the market,0.0,0.0
2008-11-10,businesses urged register interest in local,0.0,0.0
2008-11-10,gallagher optimistic about act economy,0.0,0.0
2008-11-10,local market closes higher,0.125,0.25
2008-11-10,poll confirms economy jitters,0.0,0.0
2008-11-10,shire hopes to recover investments,0.0,0.0
2008-11-10,unions reject business ideas as old hat,0.1,0.2
2008-11-11,business chamber tours regional wa,0.0,0.0
2008-11-11,business chamber wants govts credit rating retained,0.2,0.1
2008-11-11,business confidence hits new low nab,0.06818181818181818,0.37727272727272726
2008-11-11,businesses urged to plan ahead amidst financial,0.0,0.0
2008-11-11,market falters in afternoon trade,0.0,0.0
2008-11-11,north west agribusiness above average,-0.075,0.25
2008-11-11,nsw budget overhaul bad for business,-0.6999999999999998,0.6666666666666666
2008-11-11,power system report highlights under investment,0.0,0.0
2008-11-11,rising costs hinder southern wa agribusiness,0.0,0.0
2008-11-11,share market tumbles on debt concerns,0.0,0.0
2008-11-12,base metals drag market down,-0.35185185185185186,0.4532407407407408
2008-11-12,business lending up,0.0,0.0
2008-11-12,loan scheme open for business,0.0,0.5
2008-11-12,shonky business tuckey cops 3 day suspension,0.0,0.0
2008-11-12,wa in strong economic position business chamber,0.31666666666666665,0.4666666666666667
2008-11-13,australian market plunges to 4 year low,0.0,0.15
2008-11-13,business confidence continues to fall survey,0.0,0.0
2008-11-13,carbon trading tension mounts in png,0.0,0.0
2008-11-13,fears for tas jobs under emissions trading scheme,0.0,0.0
2008-11-13,minister defends mareeba hospital investment,0.0,0.0
2008-11-13,run down scott back in business after tonsillitis,-0.07777777777777778,0.14444444444444446
2008-11-14,concerns aired over shire finances,0.1,0.7
2008-11-14,local market recovery slows,0.0,0.0
2008-11-14,market claws back ground at close,0.0,0.0
2008-11-14,mp defends partners investment portfolio,0.0,0.0
2008-11-15,finance report,0.0,0.0
2008-11-15,iraqi businessman blames pacemaker for arrest,-0.05,0.0
2008-11-15,treasurer upbeat about tas economy,0.0,0.0
2008-11-16,business confidence at lowest in 20yrs,0.0,0.0
2008-11-16,law society calls for equal investment in remote,-0.05,0.225
2008-11-16,small business panicking as crisis keeps biting,-0.25,0.4
2008-11-17,banks hit as market trades lower,0.0,0.0
2008-11-17,banks retailers drag market lower,-0.1,0.07083333333333333
2008-11-17,blood stocks dangerously low red cross,0.0,0.09999999999999999
2008-11-17,govt must spend budget surplus to keep economy,0.0,0.0
2008-11-17,hopes luhrmanns film will boost nt economy,0.0,0.0
2008-11-17,markets hit new 4 year low,0.06818181818181818,0.37727272727272726
2008-11-17,obama says aiding economy trumps budget deficit,0.0,0.0
2008-11-17,stop talking down the wa economy cci,-0.15555555555555556,0.2888888888888889
2008-11-18,data centre loss will affect act economy gallagher,0.0,0.0
2008-11-18,economy may get worse without parental leave scheme,-0.4,0.6
2008-11-18,market closes down 35pc,-0.15555555555555556,0.2888888888888889
2008-11-18,pambula emergency dept open for business,0.0,0.5
2008-11-18,share market down 18pc,-0.15555555555555556,0.2888888888888889
2008-11-18,small business conditions at record low,-0.125,0.35
2008-11-18,world economy china slowdown led to rates decision,0.0,0.0
2008-11-19,koori court open for business,0.0,0.5
2008-11-19,miners lead market losses,0.0,0.0
2008-11-19,qantas says emissions trading scheme flawed,-0.5,0.5
2008-11-19,short selling pushes market lower,0.0,0.3
2008-11-20,business group considers colac fuel co op,0.0,0.0
2008-11-20,council says help needed with assets investment,0.0,0.0
2008-11-20,cut small businesses some tax slack oppn,-0.25,0.4
2008-11-20,exports fall as economy worsens in japan,0.0,0.0
2008-11-20,market closes lower after rough day,-0.1,0.4
2008-11-20,rough day on aust market as us recession fears grow,-0.1,0.4
2008-11-20,share market continues to fall,0.0,0.0
2008-11-21,businessman proposes coast connect alternative,0.0,0.0
2008-11-21,local market rebounds before close,0.0,0.0
2008-11-21,sharp falls continue on share market,-0.125,0.75
2008-11-22,perth property market continues to fall,0.0,0.0
2008-11-22,rudd says world economy trapped in vicious cycle,-0.6,0.5
2008-11-24,aust stocks close higher after gains in materials,0.25,0.5
2008-11-24,council to consider investment reports,0.0,0.0
2008-11-24,economy pessimism at record high gloom gauge,0.013333333333333336,0.33666666666666667
2008-11-24,expert discusses babcock and browns market blues,0.0,0.0
2008-11-24,govt not responsible for council investments perry,-0.1,0.55
2008-11-24,market recovers as bank losses ease,0.0,0.0
2008-11-24,sharemarket follows banking falls,0.0,0.0
2008-11-25,david jones expansion not dependent on trading,0.0,0.0
2008-11-25,govt support for port bonython sees investment,0.0,0.0
2008-11-25,local stocks surge after citigroup rescue,0.0,0.0
2008-11-25,qantas warns of service cuts in sliding economy,0.0,0.0
2008-11-25,rio to focus on own business after bhp drops,0.6,1.0
2008-11-26,banking energy losses drag down market,-0.12777777777777777,0.17986111111111114
2008-11-26,central market stallholder mark gleeson says,0.0,0.25
2008-11-26,dropped rio bid ends four day market surge,0.0,0.0
2008-11-26,paid maternity leave will stimulate economy,0.0,0.0
2008-11-26,rio drags local stocks down,-0.07777777777777778,0.14444444444444446
2008-11-26,survey reveals uranium mine business support,0.0,0.0
2008-11-27,bhp chief warns of volatile times for market,0.0,0.0
2008-11-27,bill to toughen telemarketing laws,0.0,0.0
2008-11-27,business chamber up beat about bhp nickel,0.0,0.0
2008-11-27,foreign investment,-0.125,0.125
2008-11-27,industry backs hardwood research investment,0.0,0.0
2008-11-27,miners drive market up for positive close,0.22727272727272727,0.5454545454545454
2008-11-27,premier to raise emissions trading gst funding at,0.0,0.0
2008-11-28,business down on schoolies trade retailers say,-0.15555555555555556,0.2888888888888889
2008-11-28,businessman urges fitzroy crossing liquor ban,0.0,0.0
2008-11-28,dodgy market dealings double,0.0,0.0
2008-11-28,late rally drives market 4pc higher,-0.024999999999999994,0.55
2008-11-29,aust businessman freed,0.0,0.0
2008-11-30,chinese economy losing its edge,0.0,0.0
2008-12-01,grain handler begins online malt barley trading,0.0,0.0
2008-12-01,local market takes a dive,0.0,0.0
2008-12-02,bad times ahead for us economy,-0.6999999999999998,0.6666666666666666
2008-12-02,big business lobbies backbenchers ahead of ets,0.0,0.1
2008-12-02,extended weekday trading on the way barnett,0.0,0.0
2008-12-02,rba rates cut fails to stimulate markets,-0.5,0.3
2008-12-02,supermarkets on notice to explain petrol prices,0.0,0.0
2008-12-02,survey reveals carbon trading scheme delaying,0.0,0.0
2008-12-03,economy the focus in parliament,0.0,0.0
2008-12-03,market closes flat despite early gains,0.037500000000000006,0.2125
2008-12-03,opposition accuses govt of mishandling economy,0.0,0.0
2008-12-04,bonus hungry bosses broke global economy macfarlane,0.0,0.0
2008-12-04,business barnstorming infrastructure ideas,0.0,0.0
2008-12-04,business confidence hits 20 year low cci,0.0,0.3
2008-12-04,business confidence in wa has hit a 20 year low,0.0,0.3
2008-12-04,emissions trading scheme to up household costs,0.0,0.0
2008-12-04,home buyers reconsider market after latest rates,0.5,0.9
2008-12-04,local market gains ground,0.0,0.0
2008-12-04,local markets close steady,0.08333333333333333,0.25
2008-12-04,market falls back after early gains,0.05,0.15
2008-12-04,nt businesses relatively confident,0.5,0.8333333333333334
2008-12-05,big business pressuring govt on emissions brown,0.0,0.1
2008-12-05,china us pledge 30b to boost world economy,0.0,0.0
2008-12-05,govts web censorship will hurt economy group says,0.0,0.0
2008-12-05,miners continue to drag market down,-0.12777777777777777,0.17986111111111114
2008-12-05,sajc business as usual remark challenged,-0.25,0.25
2008-12-06,rental drop reveals nsw market slowdown,0.0,0.0
2008-12-07,obama pledges infrastructure investment to,0.0,0.0
2008-12-07,shops open for sunday trading over christmas,0.0,0.5
2008-12-08,council crackdown on market parking,0.0,0.0
2008-12-08,energy finance push market higher,0.25,0.5
2008-12-08,goldfields feeling business confidence drop,0.0,0.0
2008-12-08,mackay sunday trading block may be overturned,0.0,0.0
2008-12-08,market spikes on santos takeover talk,0.0,0.0
2008-12-08,qld govt talking down economy oppn says,-0.15555555555555556,0.2888888888888889
2008-12-09,banks drag market down,-0.12777777777777777,0.17986111111111114
2008-12-09,bargain cars the upside of a down market,-0.15555555555555556,0.2888888888888889
2008-12-09,businessman says power woes proving costly,0.0,0.0
2008-12-09,saving bonus payments good for economy stevens,0.7,0.6000000000000001
2008-12-09,students get grain marketing credentials,0.0,0.0
2008-12-10,emissions trading scheme a tax in current form,0.0,0.4
2008-12-10,market recovers from early losses,0.1,0.3
2008-12-10,miners help market bounce back,0.0,0.0
2008-12-10,rba chief optimistic over economy,0.0,0.0
2008-12-11,market closes down after sharp morning fall,-0.14027777777777778,0.5194444444444445
2008-12-11,market weaker despite mining gains,0.0,0.0
2008-12-12,eu nears consensus on climate economy packages,0.0,0.0
2008-12-12,local market follows wall st slump,0.0,0.0
2008-12-12,market struggles after carmaker bailout collapse,0.0,0.0
2008-12-13,eu seal deals on economy climate packages,0.0,0.0
2008-12-13,us stocks gain as white house vows help for,0.0,0.0
2008-12-14,pm fast tracks renewable energy investment,0.2,0.6
2008-12-15,asic probes uk power chiefs trading,0.0,0.0
2008-12-15,businesses miss out on blackout rebates,0.0,0.0
2008-12-15,business in 2008 a tale of two halves,0.0,0.0
2008-12-15,business wants no changes to skilled migration,0.35,0.3
2008-12-15,japan business confidence takes a dive,0.0,0.0
2008-12-15,japanese business confidence falls fastest in,0.0,0.0
2008-12-15,market gains 4pc,0.0,0.0
2008-12-15,mining sector pushes stocks higher,0.25,0.5
2008-12-15,share market gains ground,0.0,0.0
2008-12-16,emissions target unlikely to push businesses,-0.5,0.5
2008-12-16,market for recycled goods dwindles,0.0,0.0
2008-12-16,miner says chinese mid west investment encouraging,0.0,0.0
2008-12-16,mining sector falls pull market down,-0.15555555555555556,0.2888888888888889
2008-12-17,act exporters to explore se asian markets,0.0,0.0
2008-12-17,banking sector weighs down market,-0.15555555555555556,0.2888888888888889
2008-12-17,emissions trading could harm cement industry,0.0,0.0
2008-12-17,finance sector weak despite wall st surge,-0.375,0.625
2008-12-17,interstate trading to resume for thorpdale potatoes,0.0,0.0
2008-12-17,market makes gains after fed rate cut,0.0,0.0
2008-12-17,murder shocks png business community,0.0,0.0
2008-12-17,obama flags more action on economy,0.3,0.3
2008-12-17,qld resource sector cuts will hurt national economy,0.0,0.0
2008-12-18,bhp to concentrate on low risk investments,0.0,0.3
2008-12-18,business calls for public service cuts,0.0,0.06666666666666667
2008-12-18,business sentiment plummets to 18 year low,0.0,0.3
2008-12-18,cba shares plunge as markets hold steady,0.16666666666666666,0.5
2008-12-18,market weaker as dollar hovers near 2 month high,0.13,0.47000000000000003
2008-12-18,sa keeps two business taxes,0.0,0.0
2008-12-18,study on impact of emissions trading scheme,0.0,0.0
2008-12-18,treasurer kevin foley defends keeping two business,0.0,0.0
2008-12-19,first cut premier mike rann defends sas finances,0.25,0.3333333333333333
2008-12-19,global economy will contract in severe recession,0.0,0.0
2008-12-19,market closes higher on back of finance stocks,0.125,0.25
2008-12-19,peter vaughan of business sa thinks the govt has,0.0,0.0
2008-12-19,printing company boosts maryborough investment,0.0,0.0
2008-12-19,snow business in vegas,0.0,0.0
2008-12-20,us stocks mixed on automaker bailout news,0.0,0.25
2008-12-22,businesses planning new year job cuts kpmg,0.13636363636363635,0.45454545454545453
2008-12-22,business rejects suggestions of a call for job cuts,0.0,0.0
2008-12-22,eu brazilian leaders meet on climate change economy,0.0,0.0
2008-12-22,greenpeace alleges whale meat black market,-0.16666666666666666,0.43333333333333335
2008-12-22,resources sector drags market down,-0.15555555555555556,0.2888888888888889
2008-12-22,share market slides in morning trade,0.0,0.0
2008-12-23,bartlett confident despite business claims on singh,0.5,0.8333333333333334
2008-12-23,business demands planning overhaul,0.0,0.0
2008-12-23,business donations drying up charities,0.0,0.0
2008-12-23,local stocks follow wall st lower,0.0,0.0
2008-12-23,miners weigh on share market,0.0,0.0
2008-12-23,public urged to boost blood stocks,0.0,0.06666666666666667
2008-12-23,us stocks falter despite drop in lending costs,0.0,0.0
2008-12-24,business chamber offers cautious support for,0.1,0.0
2008-12-24,christmas shopping incentive boosts business,0.0,0.0
2008-12-24,economy terrorism to mark queens christmas greeting,0.0,0.0
2008-12-24,energy sector buoys market,0.0,0.0
2008-12-24,investment manager commits suicide in madoff,0.0,0.0
2008-12-24,morawa shire welcomes mine camp investment,0.0,0.0
2008-12-24,resources pull local markets up,0.0,0.0
2008-12-24,sluggish spending drives us markets down,-0.15555555555555556,0.2888888888888889
2008-12-24,snapper up feeding frenzy hits sydney fish market,0.0,0.0
2008-12-25,markets suffer as us recession bites,0.0,0.0
2008-12-26,council moves to boost local tourism market,0.0,0.0
2008-12-27,japans economy slips deeper into recession,0.0,0.0
2008-12-28,british pm defiant on economy sees new us alliance,0.06818181818181818,0.22727272727272727
2008-12-29,analysts predict local market surge,0.0,0.0
2008-12-29,market levels off after early gains,0.1,0.3
2008-12-29,nsw imposes biggest tax burden on business report,0.0,0.0
2008-12-29,premier defends sa business tax level,0.0,0.0
2008-12-29,premier mike rann defends sa business tax in light,0.4,0.7
2008-12-29,premier mike rann defends sa business tax levels,0.0,0.0
2008-12-29,small gains on the markets after mixed day,-0.125,0.325
2008-12-30,aust stocks close higher boosted by oil and gold,0.25,0.5
2008-12-30,japan stocks end worst ever year,-1.0,1.0
2008-12-30,markets steady after early losses,0.13333333333333333,0.4
2008-12-30,massive quake rebuild holds key for china economy,0.0,1.0
2008-12-30,wagga mcdonalds cans 24 hour trading plan,0.0,0.0
2008-12-30,wall st losses keep market subdued,0.0,0.0
2008-12-31,gm bailout details boost us stocks,0.0,0.0
2008-12-31,japanese sharemarket ends worst trading year,-0.5,0.5
2008-12-31,local markets finish year on a high,0.08,0.27
2008-12-31,market higher after gains on wall st,0.25,0.5
2009-01-01,economy terrorism were concerns for fraser govt,0.0,0.0
2009-01-01,markets end horror year on positive note,0.22727272727272727,0.5454545454545454
2009-01-01,markets tipped to bounce back in 2009,0.0,0.0
2009-01-01,monaro christmas trading unaffected by credit,-0.05,0.1
2009-01-01,riverina tourism captures domestic market,0.0,0.1
2009-01-02,hawks give economy big kick,0.0,0.1
2009-01-02,police warn businesses residents of break ins spate,0.0,0.0
2009-01-02,share market gains after new year break,0.13636363636363635,0.45454545454545453
2009-01-02,share market morning gains short lived,0.0,0.3
2009-01-02,treasurer upbeat about new year economy,0.13636363636363635,0.45454545454545453
2009-01-03,credit crunch hits uk housing market,0.0,0.0
2009-01-03,global stocks start year on positive note,0.11363636363636363,0.2727272727272727
2009-01-05,economy outweighs environment in illawarra mine,0.0,0.0
2009-01-05,market ends lower after retreating from early gains,0.1,0.3
2009-01-05,market retreats from early gains gunns shares down,-0.027777777777777776,0.29444444444444445
2009-01-05,migrants left out in cold as uk economy weakens,-0.3,0.5
2009-01-05,mining stocks lead domestic market gains,0.0,0.1
2009-01-05,pulp mill approvals will help attract finance,0.0,0.0
2009-01-06,bishop urges banks to pass rate cuts on to business,0.0,0.0
2009-01-06,finance resource sectors drive market higher,0.25,0.5
2009-01-06,gold coast businesses enjoy bumper holiday season,0.4,0.5
2009-01-06,market ends higher after widespread gains,0.25,0.5
2009-01-06,markets higher in early trade,0.175,0.4
2009-01-07,australian market powers ahead,0.0,0.0
2009-01-07,mining energy sectors lead market gains,0.0,0.0
2009-01-07,resource stocks wall street gains push local,0.0,0.0
2009-01-07,word play a serious business,-0.3333333333333333,0.6666666666666666
2009-01-08,anglo coal to sell seamgas business,0.0,0.0
2009-01-08,monaro business centre receives council rescue,0.0,0.0
2009-01-08,resources sector dragging market down,-0.15555555555555556,0.2888888888888889
2009-01-08,resources sector drags market down,-0.15555555555555556,0.2888888888888889
2009-01-08,stocks plummet over indias enron,0.0,0.0
2009-01-08,sunshine coast businesses expect tough year,-0.3888888888888889,0.8333333333333334
2009-01-08,supermarket unit pricing to be compulsory,0.0,0.0
2009-01-08,wild winds hampering business for fishing operators,0.1,0.4
2009-01-09,gains easing on local market,0.0,0.0
2009-01-09,gold coast businesses warned of counterfeit money,0.0,0.0
2009-01-09,magic millions yearling sale a buyers market,0.5,1.0
2009-01-09,market ends week on high note,0.16,0.54
2009-01-09,slow take up for business loan scheme,-0.30000000000000004,0.39999999999999997
2009-01-10,markets down as us job figures released,-0.15555555555555556,0.2888888888888889
2009-01-11,six to face court over haymarket assault,0.0,0.0
2009-01-11,tokyo fish market lifts tourist ban,0.0,0.0
2009-01-12,aust stocks dampened by us jobs crisis,0.0,0.0
2009-01-12,business chamber backs flood free access plan,0.4,0.8
2009-01-12,credit crunch not stopping bowen basin investment,0.0,0.0
2009-01-12,gillard unsurprised by shrinking job market,0.0,0.0
2009-01-12,iran to punish firms trading with israel,0.0,0.0
2009-01-12,markets close down as dollar drags,-0.15555555555555556,0.2888888888888889
2009-01-12,share market lower in early trading,0.1,0.3
2009-01-13,act business tourism booming,0.0,0.0
2009-01-13,barkly highway closure costing business but beer,0.0,0.0
2009-01-13,market drops in bleak day for mining sector,-1.0,1.0
2009-01-13,oval rezoning paves way for supermarket plans,0.0,0.0
2009-01-13,share market follows wall st down,-0.15555555555555556,0.2888888888888889
2009-01-14,banks miners aid local market recovery,0.0,0.0
2009-01-14,business on flooded barkly dead as a door nail,-0.2,0.4
2009-01-14,help families not business in may budget vcoss,0.0,0.0
2009-01-14,long ring finger points to market success,0.125,0.2
2009-01-14,springborg backs joyces emissions trading stance,0.0,0.0
2009-01-15,business beware workplace inspectors coming,0.0,0.0
2009-01-15,domestic market falls centro asks for halt,0.0,0.1
2009-01-15,market shrugs off latest jobs figures,0.5,0.9
2009-01-15,markets plummet on mining sector losses,0.0,0.0
2009-01-15,perth housing market australias worst residex,-1.0,1.0
2009-01-15,rental market to tighten as investors pull out,0.0,0.0
2009-01-16,business confidence lowest in 14 years,0.0,0.0
2009-01-16,falling prices to deflate economy,0.0,0.0
2009-01-16,miners lead market rebound,0.0,0.0
2009-01-16,mining retail paint different outlook on nt economy,0.0,0.6
2009-01-17,n korea has weaponised plutonium stocks us expert,0.0,0.0
2009-01-19,farmers urge more agricultural sector investment,0.5,0.5
2009-01-19,fears held for tighter mackay rental market,0.0,0.0
2009-01-19,miners lead gains on local market,0.0,0.0
2009-01-19,miners lead local market rise,0.0,0.0
2009-01-19,nth qld blood stocks low due to dengue outbreaks,-0.0625,0.3375
2009-01-19,swan predicts more gloom for aust economy,0.18333333333333335,0.31666666666666665
2009-01-19,territory economy tipped to fall behind the rest,-0.4,0.7
2009-01-19,tough times for aust economy,-0.3888888888888889,0.8333333333333334
2009-01-19,tourists back in tokyo fish market,0.0,0.0
2009-01-20,business group plays down ravensthorpe bhp fears,-0.15555555555555556,0.2888888888888889
2009-01-20,coal project helping protect qld economy,0.0,0.0
2009-01-20,grass fire prompts seaford supermarket evacuation,0.0,0.0
2009-01-20,local market struggles in early trade,0.05,0.15
2009-01-20,new stimulus package should help business turnbull,0.13636363636363635,0.45454545454545453
2009-01-20,struggling economy dominates obamas domestic agenda,0.0,0.1
2009-01-20,trading to return to orange grove,0.0,0.0
2009-01-20,uk bank scare drags market down,-0.15555555555555556,0.2888888888888889
2009-01-21,mining job losses drive markets lower,0.0,0.0
2009-01-21,obama down to business on guantanamo economy,-0.15555555555555556,0.2888888888888889
2009-01-21,wyaralong dam to boost jobs economy lucas,0.0,0.0
2009-01-22,banking stocks boost local market,0.0,0.0
2009-01-22,banks miners lead local market recovery,0.0,0.0
2009-01-22,business as usual for wide bay crazy clarks,-0.31666666666666665,0.5166666666666667
2009-01-22,chinas slowdown to batter aust economy,0.0,0.0
2009-01-22,emissions trading scheme will go ahead rudd,0.0,0.0
2009-01-22,finance sector hit by latest job cuts,0.5,0.9
2009-01-22,us treasury pick vows to kick start economy,0.0,0.0
2009-01-22,wall st recovery boosts early trade on local market,0.05,0.15
2009-01-23,anger over businesssa banners,-0.7,0.2
2009-01-23,bhp should compensate small business home owners,-0.25,0.4
2009-01-23,budget surplus second to jobs economy fraser,0.0,0.0
2009-01-23,business sa offered compo over banner bungle,0.0,0.0
2009-01-23,govt hints at bailout package for business,0.0,0.0
2009-01-23,insolvency laws hampering business recovery expert,0.0,0.0
2009-01-23,local market down in early trading,-0.018518518518518517,0.1962962962962963
2009-01-23,market loses 4pc to five year low,-0.15,0.2
2009-01-23,trout stocks flourish in closed lake,-0.1,0.1
2009-01-24,pm to focus on domestic economy,0.0,0.1
2009-01-26,byron council may challenge supermarket approval,0.0,0.0
2009-01-27,agriculture investment the key to securing economy,0.0,1.0
2009-01-27,business confidence boosted but not expected to,0.05,0.4
2009-01-27,local market makes strong gains in early trade,0.17777777777777778,0.3444444444444445
2009-01-27,man arrested over 76000 theft from businesses,0.0,0.0
2009-01-27,mining sector boosts sharemarket,0.0,0.0
2009-01-27,retail group unhappy 7 day trading revisited,-0.6,0.9
2009-01-27,welfare groups call for serious investment in,-0.3333333333333333,0.6666666666666666
2009-01-28,bhp promises to help workers and businesses hit by,0.0,0.0
2009-01-28,business chamber urges less red tape,-0.08333333333333333,0.03333333333333333
2009-01-28,financial sector boosts share market,0.0,0.0
2009-01-28,mackay residents urged to help boost blood stocks,0.0,0.0
2009-01-29,fair work bill threatens wa economy buswell,0.7,0.9
2009-01-29,global economy at a standstill imf,0.0,0.0
2009-01-29,luxury housing market slumps reiq,0.0,0.0
2009-01-29,markets edge higher,0.25,0.5
2009-01-29,mining companies drive market higher,0.25,0.5
2009-01-30,36ers maher back to take care of business,0.0,0.0
2009-01-30,banks miners drag market lower,-0.1,0.07083333333333333
2009-01-30,business chamber defends sackings,0.0,0.0
2009-01-30,business household credit growing at slowest rate,0.0,0.0
2009-01-30,economy you said it,0.0,0.0
2009-01-30,market defies wall street with rebound,0.0,0.0
2009-01-31,economy forecast to shrink by 02pc,0.0,0.0
2009-01-31,us economy a disaster for american families,0.0,0.0
2009-01-31,us economys decline steepest in 26 years,0.0,0.0
2009-02-01,first home owner grant propping up market,0.25,0.3333333333333333
2009-02-01,oppn calls for new tourism marketing campaign,0.13636363636363635,0.45454545454545453
2009-02-02,aec figures reveal political party finances,0.0,0.1
2009-02-02,business group urges rate cuts for small businesses,-0.25,0.4
2009-02-02,council up beat about investment situation,0.0,0.0
2009-02-02,credit squeeze hits nt businesses chamber of,0.0,0.0
2009-02-02,donation disclosures reveal alps chinese business,0.0,0.0
2009-02-02,fake security guard robs brisbane airport business,-0.5,1.0
2009-02-02,icelands new government vows to rebuild economy,0.13636363636363635,0.45454545454545453
2009-02-02,local market hit by bleak budget forecast,-0.5,0.5
